Ngày,Lần cuối,Mở,Cao,Thấp,KL,% Thay đổi,
9/3/2020,835.49,875.80,875.80,834.67,309100.00,-0.06,
6/3/2020,891.44,888.96,891.44,882.71,214340.00,0.00,
5/3/2020,893.31,892.71,898.43,891.20,231340.00,0.00,
4/3/2020,889.37,887.85,889.85,882.83,238450.00,0.00,
3/3/2020,890.61,895.39,896.39,890.06,212740.00,0.01,
2/3/2020,884.43,878.43,886.45,877.31,206640.00,0.00,
28/02/2020,882.19,885.47,887.07,872.46,241890.00,-0.02,
27/02/2020,898.44,892.15,899.34,889.14,163290.00,0.00,
26/02/2020,895.97,901.51,903.27,894.25,142580.00,-0.02,
25/02/2020,909.67,893.95,909.67,893.95,221120.00,0.01,
24/02/2020,903.34,917.49,917.49,903.34,291880.00,-0.03,
21/02/2020,933.09,938.13,940.53,932.32,206750.00,-0.01,
20/02/2020,938.13,933.69,938.13,930.41,198340.00,0.01,
19/02/2020,928.76,926.41,931.66,925.86,192170.00,0.00,
18/02/2020,927.93,934.47,934.98,926.01,187760.00,-0.01,
17/02/2020,934.77,938.52,938.52,931.66,183250.00,0.00,
14/02/2020,937.45,939.28,940.65,936.47,204350.00,0.00,
13/02/2020,938.24,937.19,939.10,934.47,177730.00,0.00,
12/2/2020,937.68,940.72,943.11,937.34,228040.00,0.00,
11/2/2020,934.67,930.73,936.04,930.73,179350.00,0.00,
10/2/2020,930.73,934.38,935.87,926.61,153970.00,-0.01,
7/2/2020,940.75,938.61,943.48,935.94,194170.00,0.00,
6/2/2020,938.54,926.66,938.54,925.21,223670.00,0.01,
5/2/2020,925.91,934.75,936.33,921.89,197380.00,0.00,
4/2/2020,929.09,929.42,934.91,919.33,197690.00,0.00,
3/2/2020,928.14,916.60,930.37,891.85,275520.00,-0.01,
31/01/2020,936.62,959.58,960.96,936.62,253950.00,-0.02,
30/01/2020,959.58,975.15,977.72,954.00,198510.00,-0.03,
22/01/2020,991.46,986.52,991.46,983.92,152350.00,0.01,
21/01/2020,986.37,978.82,986.37,978.82,157670.00,0.01,
20/01/2020,978.63,978.23,979.85,975.93,148800.00,0.00,
